hamming_loss,subset_accuracy,weighted_f1,macro_f1,micro_f1,n_models,mean_subset_size,dataset,alpha,seed
0.26634382566585957,0.2033898305084746,0.7298565662460711,0.6671844587844207,0.7405660377358491,23,3.5652173913043477,flags,0.8,0
0.23728813559322035,0.22033898305084745,0.7466689001418093,0.6602185786965287,0.7537688442211056,27,3.2222222222222223,flags,0.8,1
0.2736077481840194,0.2711864406779661,0.7015428893632618,0.6448396247508595,0.7182044887780549,18,3.5,flags,0.8,2
0.28329297820823246,0.1016949152542373,0.6995243536126438,0.6017130713551488,0.7096774193548387,13,3.3846153846153846,flags,0.8,3
0.2469733656174334,0.2711864406779661,0.7311393149627206,0.6385980150097972,0.7536231884057971,15,3.1333333333333333,flags,0.8,4
0.24939467312348668,0.23728813559322035,0.7528785308531059,0.6902309777900975,0.7621247113163973,17,2.9411764705882355,flags,0.9,0
0.23486682808716708,0.1864406779661017,0.7485101704282482,0.6567785105085279,0.7568922305764411,22,2.9545454545454546,flags,0.9,1
0.28329297820823246,0.2711864406779661,0.6908582643317782,0.6223975703475461,0.7096774193548387,25,3.28,flags,0.9,2
0.25907990314769974,0.2033898305084746,0.7152538504579321,0.6149453720882292,0.727735368956743,33,3.3636363636363638,flags,0.9,3
0.23728813559322035,0.2542372881355932,0.7433285167967547,0.6493583453418422,0.7632850241545893,23,2.869565217391304,flags,0.9,4
0.2542372881355932,0.2542372881355932,0.7455275671858186,0.683360619613989,0.7552447552447552,25,2.96,flags,1.0,0
0.22760290556900725,0.2033898305084746,0.7594758643876091,0.6667251507575005,0.7673267326732673,15,2.7333333333333334,flags,1.0,1
0.2687651331719128,0.3050847457627119,0.7037782988301298,0.6343287344928034,0.7231920199501247,26,3.4615384615384617,flags,1.0,2
0.2639225181598063,0.15254237288135594,0.706858239879888,0.6058049227591613,0.7212276214833759,62,3.3870967741935485,flags,1.0,3
0.23486682808716708,0.23728813559322035,0.7496622605337014,0.6555918571619532,0.7684964200477327,22,2.6818181818181817,flags,1.0,4
